2025-01-15 21:22:23,148 INFO    MainThread:15840 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-15 21:22:23,149 INFO    MainThread:15840 [wandb_setup.py:_flush():68] Configure stats pid to 15840
2025-01-15 21:22:23,149 INFO    MainThread:15840 [wandb_setup.py:_flush():68] Loading settings from C:\Users\Vidak\.config\wandb\settings
2025-01-15 21:22:23,149 INFO    MainThread:15840 [wandb_setup.py:_flush():68] Loading settings from D:\Exercise 2\cikm-safeultr-master\wandb\settings
2025-01-15 21:22:23,149 INFO    MainThread:15840 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-15 21:22:23,149 INFO    MainThread:15840 [wandb_init.py:_log_setup():528] Logging user logs to D:\Exercise 2\cikm-safeultr-master\wandb\offline-run-20250115_212223-0pupykia\logs\debug.log
2025-01-15 21:22:23,150 INFO    MainThread:15840 [wandb_init.py:_log_setup():529] Logging internal logs to D:\Exercise 2\cikm-safeultr-master\wandb\offline-run-20250115_212223-0pupykia\logs\debug-internal.log
2025-01-15 21:22:23,150 INFO    MainThread:15840 [wandb_init.py:init():644] calling init triggers
2025-01-15 21:22:23,150 INFO    MainThread:15840 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {}
2025-01-15 21:22:23,150 INFO    MainThread:15840 [wandb_init.py:init():680] starting backend
2025-01-15 21:22:23,150 INFO    MainThread:15840 [wandb_init.py:init():684] sending inform_init request
2025-01-15 21:22:23,221 INFO    MainThread:15840 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2025-01-15 21:22:23,222 INFO    MainThread:15840 [wandb_init.py:init():697] backend started and connected
2025-01-15 21:22:23,223 INFO    MainThread:15840 [wandb_init.py:init():790] updated telemetry
2025-01-15 21:22:23,330 INFO    MainThread:15840 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-15 21:22:23,473 INFO    MainThread:15840 [wandb_init.py:init():874] starting run threads in backend
2025-01-15 21:22:23,719 INFO    MainThread:15840 [wandb_run.py:_console_start():2374] atexit reg
2025-01-15 21:22:23,719 INFO    MainThread:15840 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-15 21:22:23,719 INFO    MainThread:15840 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-15 21:22:23,719 INFO    MainThread:15840 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-15 21:22:23,723 INFO    MainThread:15840 [wandb_init.py:init():916] run started, returning control to user process
2025-01-15 21:22:33,941 WARNING MsgRouterThr:15840 [router.py:message_loop():75] message_loop has been closed
